Id,SalePrice
1461,124568.72562802461
1462,149911.16374400727
1463,163058.67674457876
1464,177154.71528625372
1465,214496.9276958866
1466,179312.24645161792
1467,162312.56596315932
1468,170001.52928172913
1469,188459.65517648272
1470,118363.98310469116
1471,197169.5183514005
1472,107020.28183923394
1473,101864.19351079031
1474,159520.99892044655
1475,160476.71615366303
1476,454107.4703226925
1477,281693.2035146158
1478,326778.0842766176
1479,291841.00887263054
1480,477665.26057013444
1481,322366.3865065926
1482,222404.1574324032
1483,173260.17428545014
1484,185262.42463539692
1485,166566.0060120015
1486,197151.7564258438
1487,351536.7804552963
1488,261177.79484738185
1489,205166.6728279895
1490,187142.5131533981
1491,191647.7888967597
1492,104820.3366628616
1493,176367.81831369933
1494,308810.43644415744
1495,292632.49245012813
1496,207570.72986544098
1497,210723.29355434643
1498,161361.6073056829
1499,161361.6073056829
1500,146420.6382264437
1501,175540.7151215761
1502,158460.58235882214
1503,316156.34184232936
1504,225646.1625788433
1505,215691.06126846754
1506,204161.22166981196
1507,230989.97432129702
1508,194200.9630990674
1509,165218.35165805888
1510,149203.25907341167
1511,149203.25907341167
1512,168685.11741290946
1513,167203.3791331848
1514,142797.4257993655
1515,195414.29818805863
1516,164673.61344690423
1517,140601.2473617566
1518,164275.98447032244
1519,205853.08362831606
1520,138393.99571584797
1521,141380.55907342728
1522,174665.69616942806
1523,118855.1310087453
1524,120756.0580106976
1525,126998.62923760121
1526,128105.31334889647
1527,80524.69143691484
1528,125873.17874365354
1529,149203.25907341167
1530,168020.0434057187
1531,105937.98116474648
1532,96504.38053085726
1533,157028.4802332253
1534,125130.33782263823
1535,144093.85273803948
1536,110997.87570291341
1537,79451.08297820826
1538,181736.56396374627
1539,212852.00701308003
1540,114474.48755042334
1541,149568.4144436491
1542,138068.66660016327
1543,226226.84484348402
1544,82316.72397484124
1545,112460.42650950667
1546,121939.40625221838
1547,130987.69648755455
1548,135143.7443962326
1549,100514.96622037757
1550,142902.74176250977
1551,123742.63250426904
1552,123113.4702260923
1553,129048.47376511084
1554,119587.80652079117
1555,158515.66032880888
1556,111146.99518696261
1557,127568.3815708381
1558,97897.47113291414
1559,110156.91189533015
1560,140065.23472411875
1561,155260.39647305312
1562,123870.27291022806
1563,124198.65102723954
1564,156820.18954518004
1565,148653.92632364854
1566,191474.6173840597
1567,84389.61312663152
1568,202880.6537415753
1569,118241.18099310271
1570,112086.65023335272
1571,126966.81865236165
1572,138511.59014421757
1573,260605.03676160803
1574,151402.06683989978
1575,194212.53080259793
1576,196745.1305481827
1577,204768.5966934168
1578,137128.1472871294
1579,140048.68545981566
1580,192159.59155192747
1581,134130.49948677266
1582,130213.5589930057
1583,337784.2112182644
1584,237008.70165282214
1585,145329.52082382352
1586,70380.83685166694
1587,99353.04529947661
1588,141380.55907342728
1589,110778.70295225998
1590,137636.7625681125
1591,108668.83111792621
1592,122411.17485641023
1593,125046.13835757315
1594,125458.4968121244
1595,127927.74920988109
1596,257956.67930790567
1597,175174.26032710331
1598,181885.6980373599
1599,196708.44353547157
1600,207187.0230467453
1601,63857.86499675343
1602,104328.07573783149
1603,89389.00456403127
1604,263568.8530557181
1605,248689.16716472857
1606,157798.95598883313
1607,185659.4572598776
1608,223175.07365051654
1609,204768.5966934168
1610,153772.800241254
1611,148290.169585884
1612,174660.48153497835
1613,163869.21942013068
1614,127330.43472324991
1615,85068.7381939708
1616,85068.7381939708
1617,93087.62335877126
1618,124536.44699130923
1619,129875.76302893601
1620,198203.94278199595
1621,139887.23519466195
1622,138795.24621205629
1623,269136.3047588534
1624,196674.17328620717
1625,130136.98772628621
1626,173009.51384239114
1627,177154.71528625372
1628,280828.324465299
1629,177350.20547396183
1630,348691.0342641718
1631,236983.36307961843
1632,251345.90808878062
1633,166566.0060120015
1634,177154.71528625372
1635,175008.65656563305
1636,162977.70632135254
1637,188768.2327022665
1638,223755.0358614887
1639,182563.2281803858
1640,245881.48294870948
1641,172420.05289377685
1642,209777.18456717525
1643,228332.20125734463
1644,225646.1625788433
1645,166805.94383251065
1646,149506.2531257787
1647,178808.40956297616
1648,149203.25907341167
1649,134130.49948677266
1650,118026.18714062146
1651,118026.18714062146
1652,107020.28183923394
1653,107020.28183923394
1654,168466.1249773565
1655,171787.0049435541
1656,159520.99892044655
1657,168466.1249773565
1658,159520.99892044655
1659,159090.87392055237
1660,132490.945584965
1661,481107.6745289161
1662,447069.3375019164
1663,380326.3490182551
1664,478679.88347501453
1665,353416.4237667024
1666,276147.4011036188
1667,351869.8732073187
1668,352806.78953402187
1669,299698.8509539103
1670,350109.6138503561
1671,234061.83796950628
1672,457436.46114806336
1673,324875.558991157
1674,266351.4848130814
1675,173260.17428545014
1676,173792.23284139318
1677,198244.04365540997
1678,442055.4972819287
1679,359760.75942968135
1680,348678.1349154434
1681,293427.3585699811
1682,279673.9060519964
1683,196637.45979545746
1684,177476.17975098928
1685,172343.85383828354
1686,188126.97713451565
1687,166566.0060120015
1688,189157.72314267402
1689,189157.72314267402
1690,179221.29004375782
1691,173487.93979304406
1692,271751.5580498088
1693,166566.0060120015
1694,176477.80727541493
1695,168903.5320869839
1696,275593.83900154394
1697,168903.5320869839
1698,390333.76505878184
1699,342424.68292863196
1700,237622.45426331437
1701,263874.8232067148
1702,299420.1917060186
1703,286886.22127234354
1704,286698.1924178512
1705,254283.55451247725
1706,426600.78490082896
1707,219689.20266668184
1708,214489.6761119164
1709,302342.75507254334
1710,224816.48484263956
1711,245983.08401463
1712,291161.3603799519
1713,238794.2799787514
1714,215893.22648123748
1715,191518.1324444647
1716,188646.33164515236
1717,183015.8641689401
1718,146999.71047639335
1719,205134.60330666893
1720,253270.70861723143
1721,180033.77001546376
1722,136561.66043546234
1723,150819.7080651094
1724,229053.34954814592
1725,236516.54270040305
1726,184441.39577863587
1727,169284.41351921862
1728,184272.13925500438
1729,155844.8228772615
1730,160338.76493963838
1731,133623.35157621172
1732,129209.58894785483
1733,123532.47694615836
1734,133131.67252020276
1735,126532.64687598211
1736,126532.64687598211
1737,325781.4788381018
1738,202115.637443635
1739,327133.646501403
1740,241420.16786654238
1741,175747.35569220662
1742,174001.68433596316
1743,175825.46586802645
1744,263405.2360930036
1745,234630.43860555592
1746,248258.50803513222
1747,219136.38589614056
1748,205631.9583989643
1749,155289.3040226671
1750,144666.04321070426
1751,224772.4817342054
1752,123532.47694615836
1753,174740.72037853065
1754,236994.2252693537
1755,158331.01454477618
1756,118396.26174140653
1757,123532.47694615836
1758,139672.7780320636
1759,159966.7406236055
1760,157028.4802332253
1761,157028.4802332253
1762,178343.73853886224
1763,174665.69616942806
1764,126998.62923760121
1765,204220.1139202372
1766,176100.59059549143
1767,190685.17038275828
1768,141380.55907342728
1769,183311.39417386128
1770,139170.38513808735
1771,141380.55907342728
1772,154331.7586419467
1773,138005.50396478988
1774,176613.3051095396
1775,136262.04910294956
1776,116563.92351790263
1777,109598.9570089452
1778,129542.95324379907
1779,107952.91171252183
1780,165659.07822207292
1781,133972.8559468056
1782,98297.98168725279
1783,128656.47581390323
1784,75678.72897768377
1785,116974.41611251033
1786,173188.77578936584
1787,162703.0637542485
1788,55424.226061916124
1789,103813.30283544611
1790,63061.710230442324
1791,218443.67867068475
1792,157617.24277922368
1793,143093.09562574618
1794,139890.06639226995
1795,140825.28922450996
1796,119221.24490353621
1797,134434.5405664079
1798,134130.49948677266
1799,110515.43209131413
1800,112985.91949778383
1801,122511.94397648539
1802,156953.64680744166
1803,181763.54599124516
1804,133007.5467249464
1805,137415.98362404964
1806,127107.57875124036
1807,153521.89943330907
1808,116009.99690402839
1809,108078.22512632281
1810,148327.19330963556
1811,105234.11022823161
1812,115661.64354975658
1813,120799.81746033306
1814,96550.05224392698
1815,69058.3417966073
1816,90268.76394407103
1817,127938.2596773118
1818,142925.12833585197
1819,111026.74279338907
1820,66456.73480311305
1821,127040.83759375324
1822,152140.1263976078
1823,56781.29549796356
1824,141893.0736511585
1825,124987.84818073269
1826,100408.84416904296
1827,107984.18009822356
1828,138881.28689628094
1829,125387.33263966675
1830,153460.65821339944
1831,172848.22886327657
1832,152511.9331082215
1833,170560.8353461668
1834,121519.81540075803
1835,144226.3700441859
1836,165276.14535066596
1837,85941.77892024076
1838,129336.75934714751
1839,77555.28299165983
1840,151128.15370984472
1841,139983.65597228467
1842,96798.56348943249
1843,135845.5338948823
1844,116822.63631457396
1845,139404.3852226811
1846,149502.17985310932
1847,161433.1990305813
1848,66252.19297160633
1849,120132.10670993355
1850,135845.5338948823
1851,144087.13545607767
1852,133957.89826154133
1853,133131.67252020276
1854,173953.1165918895
1855,132929.7643150174
1856,214625.55474599145
1857,129099.8988024161
1858,156624.04434647708
1859,128450.53781758333
1860,146229.83480023398
1861,128450.53781758333
1862,321608.7995845736
1863,321608.7995845736
1864,321608.7995845736
1865,332604.87933273416
1866,344279.72668797313
1867,267769.43150058953
1868,278049.6841634699
1869,192123.8892000609
1870,247413.25798860722
1871,255732.7157776745
1872,170053.43600261505
1873,220161.56827931333
1874,137292.3563277257
1875,205460.12165926624
1876,192070.19223569322
1877,201836.9863502229
1878,215691.06126846754
1879,124568.72562802461
1880,132209.7588776786
1881,222166.29660960127
1882,260353.8832776539
1883,198611.13206369555
1884,211236.560205027
1885,240404.5643091056
1886,269751.1374358608
1887,199424.65893998655
1888,260066.14039855346
1889,166599.21043336566
1890,124062.90515926687
1891,136712.38100333366
1892,113848.64372686464
1893,130830.78408795022
1894,143814.95070617428
1895,155573.21807058164
1896,120799.81746033306
1897,120081.17046700507
1898,112394.36867978005
1899,124868.8812648601
1900,137091.03583777574
1901,148471.46722665825
1902,141855.26561283704
1903,236625.71156448036
1904,135428.12759113865
1905,187065.75397340572
1906,146496.9321406589
1907,209437.3554106641
1908,116822.63631457396
1909,129732.1295819594
1910,129732.1295819594
1911,187051.84748435707
1912,268225.4283723449
1913,132458.01907584738
1914,72170.4308838989
1915,277739.9793060345
1916,61890.446505995744
1917,277781.1814634953
1918,130835.44044408276
1919,147574.72835371067
1920,176959.4634775953
1921,446671.87068463175
1922,335411.93316763383
1923,196988.3263189472
1924,207977.82510781602
1925,228390.28742825743
1926,369337.0030018326
1927,130657.10985557234
1928,158576.08731917315
1929,120695.29649636633
1930,126468.20617463457
1931,138223.658958474
1932,142851.53322815252
1933,154352.50085208518
1934,177154.71528625372
1935,168532.37857194725
1936,177154.71528625372
1937,177154.71528625372
1938,171575.2984553471
1939,270218.5903796534
1940,214496.9276958866
1941,177154.71528625372
1942,173158.63896475566
1943,216894.29129079447
1944,321039.03847051493
1945,348448.635570354
1946,183464.10549165218
1947,314777.45592219697
1948,175923.10047396112
1949,218070.55691007638
1950,177499.19773470255
1951,276426.6176100995
1952,219342.90790231377
1953,154735.30367714545
1954,219136.38589614056
1955,138610.32121344973
1956,312407.7018668908
1957,176632.64915143448
1958,308810.43644415744
1959,162117.65533401567
1960,116511.01769261867
1961,129875.76302893601
1962,107020.28183923394
1963,107020.28183923394
1964,118334.68231176194
1965,159520.99892044655
1966,170401.16271044343
1967,261244.17230843627
1968,406662.09952326585
1969,369337.0030018326
1970,458351.7031672377
1971,469723.4421476573
1972,359001.84593500674
1973,296539.1790846065
1974,306154.6707927395
1975,451851.283278422
1976,261843.0520819452
1977,349906.68749393814
1978,400977.2729360174
1979,370468.4927471256
1980,195080.05254374375
1981,315189.5802588588
1982,222404.1574324032
1983,222404.1574324032
1984,184272.13925500438
1985,205322.8573340576
1986,213975.47842624097
1987,188304.40488860256
1988,176607.46372770995
1989,197151.7564258438
